subject,condition,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
301,S,521.997754982382,417.146702996522,612.427549356509,291.175981651293,254.613155774465,248.30878907874,292.561861936852,521.863384182802,736.537918374226,592.377405067635,321.353133827555,260.918031724667,316.803912574111,702.158856376491,516.620477036554,426.537327444873,554.7414869156,326.607191947607,286.210417203392,312.213260993976,597.682761466591,526.757200215566,379.631691632217,304.331161137924,704.433465318852,543.182094792649,489.286440400153,659.344446481905,441.949692673102,427.599741752492,393.995865618606,433.335980120687,688.843431992088,942.217125617831,742.850819959604,693.738127702633,558.643124069979,618.588764646684,738.836325509999,876.496939403022,700.777833511041,565.862678409777,591.429917115898,594.927094211068,555.617130354408,599.538798950371,580.793023834414,535.238164406715,515.997405952555,369.149859994942,361.043534775256,473.086765390632,507.994259557538,462.467403961051,349.186150291475,525.311382186926,516.191099624937,428.362905919095,540.268022470984,704.373386583934,723.63746394645,883.282486694166,610.548768358301,525.133506170555,650.244428895291,856.453729170269,899.478674992201,977.95439666617,970.254410800264,1147.94733196539,1060.4428595609,1029.13485395764,1153.5803098631,1292.68993368499,807.194986047888,665.594422179782,743.460841787983,556.042457675997,402.613558006051,282.288478483603,1187.57215587171,946.044056630732,604.959591327151,669.506082708983,514.906963430119,400.886961070478,385.837185286546,1225.70897309677,699.002561011145,374.160888926429,394.719925956195,362.784264513472,466.586765518116,724.016845996148,413.908816502605,334.211828260763,347.937235086099,424.821946397263,477.218601030762,418.695857141914,339.82028261391,625.034693167472,794.206014000768,600.454685462483,346.669950585025,264.147981811951,460.635939556585,385.23576176141,875.457514895441,636.337641083622,385.669375511976,259.05069397228,296.480422186205,460.744599546949,697.978898984202,793.525247717909,427.783432663953,367.715671612933,465.65497460753,477.932689529411,539.846485696999,687.990917619788,452.976880144165,388.060317981319,513.212294535962,525.631224277001,286.775047959135,435.476405392437
301,T,470.966312261133,617.379170223844,862.040140409614,484.430030631646,470.061486592553,443.061542974431,404.007040651591,727.5556446803,1059.09705160016,881.939250577294,528.323641931195,442.877018871278,414.763909572844,1172.90246782038,808.364270850311,676.222609602135,852.434345273151,537.06300222297,482.630695211854,400.403821325652,1012.68458765827,922.674237518372,753.899328700573,571.305248516206,1183.23067033416,760.555849280339,668.494170092793,633.70670407031,422.497652010795,433.185068195619,468.495443981425,442.0909261144,533.772569444843,644.455851972744,581.491695657534,436.868326448764,495.832004481864,524.710829384308,517.71451511953,710.7950371576,484.763978867748,525.939150065755,533.136213549161,509.80041973083,475.596990991429,464.22444945492,493.57809920414,600.977956444007,536.732680090058,442.777465963182,459.148995859974,529.344071019108,606.067523210381,605.552502318804,539.860946672282,585.968852393446,554.331032847092,491.219685300032,628.494712647833,794.583876473122,853.343497007892,1068.66854029448,764.256383234326,602.612762503889,733.596851099327,887.248738641544,1127.06517905503,1172.2392665988,1060.62775773044,1221.62707330851,1321.69630362989,1314.35589353858,1382.74677189609,1557.72104000185,1003.27000985831,1020.51249092427,1036.65017222824,780.44410271425,624.524921010893,447.958823751513,1430.98849125684,1151.64552670998,948.355071740568,1051.59436915149,807.767640935462,636.448096260345,461.345555293869,1495.17618010197,937.350037834305,609.615385134673,679.785635728864,605.762360702517,508.257929073314,900.76854764056,581.614125400862,551.912565952491,596.372185700214,542.828447310584,643.261728480659,594.38607789332,511.185177640097,649.47948921781,720.181497752638,473.011911833593,437.483729265262,412.564926133927,642.428893084475,508.064963771129,559.803786329228,496.649145225825,426.17984884528,418.342872671372,380.393219222345,505.234980012097,455.810417865284,695.584327239458,450.945856558999,609.059771796399,604.993138288871,532.377701330905,501.250240056658,565.831238783979,490.562880800214,586.559385814287,512.071120552514,675.316518799142,316.373450113213,368.749450839008
301,M,564.096648162952,581.74806928723,821.184445318896,440.641413565027,414.696684727189,394.252032025492,392.766242085031,691.705819077709,984.652509220425,800.311872803486,471.32610599827,393.553987490846,410.729056351318,1058.291988984,739.984065041948,611.252193821082,762.616319621607,479.542241408806,426.284856846533,397.55773715237,899.723401245347,805.405989820117,603.698806228964,483.536692614781,1067.20923518963,718.083093260553,644.989698497012,740.216477007301,481.347175524769,482.887449760837,489.257915318253,495.756856720426,691.641355093984,893.976561104222,745.591984503561,613.276983504845,588.219894511304,627.597092199676,689.55310067996,843.63787392699,657.231001351293,609.287032213853,610.241194828301,598.799861820756,552.629616505322,575.635092400988,590.168369229857,619.403821053561,573.766751200994,457.33448231412,457.451119898125,547.172062460036,630.387854178602,605.758956733896,517.518366104951,618.605232376796,604.488687926926,516.09531238183,650.511890397279,828.401944818963,900.583543575036,1101.96494819111,775.059249106784,635.158043767157,763.185117963403,962.402784051064,1133.56890585978,1204.43549354643,1122.38749927954,1271.17194338911,1329.62811190938,1307.8206729559,1386.58133155793,1534.83959447622,958.732760151673,894.392170316945,975.508036444801,762.311472251007,595.023323419946,422.705857130733,1409.26968612583,1136.75810297035,815.663838843702,921.887445099228,730.117913890222,595.357790127118,494.193108782416,1441.3939902553,886.291577353574,541.728102202011,594.283250960701,546.54915390064,564.363878795721,892.960464838266,555.731299733304,493.782082911608,523.511316608795,544.943983628318,609.568697220494,549.997321687514,465.355531653437,707.32686225638,871.42655091582,628.792396042595,453.655972617927,388.070956922447,614.842101613024,485.839812974631,819.609034062461,656.248317566521,469.323171451971,392.716036069447,375.223901128934,535.056147375009,652.193992164876,847.196483863509,500.933816500276,557.115627224845,600.644526190859,568.655415970593,583.520225415008,706.854630252929,541.241256894496,562.856187396331,574.699197042768,663.687334152523,335.858310267282,444.883113097712
301,N,407.073593361889,400.879940247618,587.102253717324,288.791839502218,261.230514811035,252.538011624507,271.337933667899,504.086550287307,734.481309003544,611.49557507731,333.109473697986,270.139330464742,289.866622305028,707.609164246738,516.244503993815,435.350322415611,582.752737136103,337.942999675885,300.560262218109,286.8483601289,619.377166821009,560.914872020491,467.659886110878,339.678586205515,709.198096768491,530.893914324781,462.848531929962,517.001515625033,365.06354791574,355.326259054056,339.749171770494,354.390929764246,516.886273171553,687.983212229933,564.161785528422,529.449130624475,448.697319724312,504.125870745704,569.105599429546,743.536888061526,528.454169873784,461.094354814645,501.629094826028,497.220109410419,473.160957330719,486.811837941925,473.028449508072,487.221592197416,456.620713832895,323.984884841701,330.747038692969,429.078008973159,440.849369468278,414.479894087086,317.279873968258,458.85735380834,432.42111052112,372.170174426236,479.668123933652,626.394293130929,613.478720289182,774.317224307166,544.008836746977,453.201272269814,580.543576769838,739.720495016356,814.40289399786,867.581451846147,852.636994628975,1053.19885223683,962.121649808612,943.319403256127,1071.75919633117,1236.76161274068,804.931081862149,725.958853458668,732.349090667766,506.929802486174,370.437033591613,262.84006610707,1137.20168467893,898.60075023546,678.473677793238,725.894796302184,527.290517575762,380.577849695927,314.133694508664,1212.07800637782,691.88622108446,391.849707678286,420.826401120203,365.676942086449,373.212948892973,676.16106275126,394.674383232227,343.996433338106,368.34514942757,382.489436309366,469.602686166029,423.016521516338,347.62398275295,534.935982679385,604.617027435637,422.246590709361,293.488012942004,249.375456754223,439.11957629851,375.778324719876,612.617990128766,456.801645553568,311.046177374729,242.257986258644,275.832690473157,403.667818961107,500.491662432753,611.388332659986,349.246348115462,360.85517636148,425.369453852601,408.390923189357,436.162754986118,528.92767265071,368.653847125249,355.473493129101,424.869577502584,492.210804352331,249.305362022845,349.86270204375
301,L,522.050474476098,566.162045683563,778.287611602766,426.746270368633,392.34024905778,358.017535220551,353.036351529524,646.552569836597,933.008271951136,764.007296490979,443.132815246764,369.342450171135,373.29057625147,933.455196804948,683.055163000252,572.75394672368,754.522514237442,442.05552634598,395.400879037307,381.433765171356,837.252686686979,723.974474601143,598.695406662564,459.387720660941,948.17518933197,681.383013052848,622.731532969903,698.502549965302,457.312019528615,437.883041005839,431.158048976823,454.046436150446,660.289588854638,877.169712957685,753.471558332251,603.081313058571,542.906606253125,598.006791661595,669.544362231893,852.146119386494,648.221033318186,600.276902384989,586.874303068625,585.722813115333,555.238765153244,574.563117407722,586.595327849155,591.233140330918,542.769018356536,424.452400816368,428.948084131398,531.640348984054,583.51329989109,570.679997434927,481.229484661501,590.895409842246,563.004202476378,483.587698395767,607.939517505114,792.070168372496,860.444893302119,1066.08465618371,725.863213570065,582.005058711965,718.364269970046,922.657214000059,1100.89541517359,1101.80904810001,1054.23459495924,1256.3027080492,1280.36823901626,1279.63146492308,1299.14324098644,1472.33476573957,984.382602107426,895.213660213896,947.362490935088,734.361219108087,554.111710492667,376.665816010654,1354.72098070038,1074.39263245043,831.421040285172,890.173973433614,691.649770508557,541.305857648069,448.314908936723,1429.61071892833,863.15922926847,514.071483248583,557.926913952086,498.689197494247,489.665192034114,844.193161819176,520.05816608397,468.116092824635,495.235956052124,494.033543407118,595.033072517252,523.401996975274,431.067644454383,681.322016193556,821.001350850047,577.9661555898,411.250513550251,344.120084758933,576.151773502282,471.540270027369,752.991075727392,618.732788764445,428.541552018826,355.884613060667,352.578455546767,498.625322365435,596.731024721724,824.557740511334,468.78851533149,528.444928581939,563.677218272981,533.261679437127,550.251241800259,657.15812811979,514.263010262629,534.281920418572,536.022413286201,621.40857268654,308.781102752473,418.762057552056
301,H,479.151273141001,455.296054459756,677.321281186566,335.182674493905,315.355900375136,316.09702957742,333.360682181402,585.779215159657,835.952044738672,685.751628126372,388.875127775168,319.094624232965,349.76584814438,895.524427536902,616.349577621645,508.600831172649,630.416537870651,402.566741573522,355.848635226111,325.890711182181,737.091132435406,687.046766714353,502.736151566343,393.195650322242,893.71413570736,605.127024587957,523.363326613875,603.736378844705,412.254986791849,423.327787161554,424.112320030265,422.640698928205,583.653475168952,749.136061974337,598.267040349434,557.258100695829,519.668829610756,557.778666381381,613.730388037633,758.729929147063,565.380200752379,502.404749884767,546.506216681743,531.547160440056,488.833008967117,507.802357491333,502.591402905861,541.604946439493,510.071070232154,382.735316543192,384.182862374831,469.272029562179,524.474606846829,488.224582461274,394.101462482129,519.063816982921,507.406728230974,432.982482275038,555.324912105712,703.652729449343,713.268311268851,879.552771126121,639.029670489238,540.58282055922,660.822727872276,824.620701939585,914.930195015944,1033.02959116729,972.907380087113,1115.36920682533,1088.01074022215,1050.17803244272,1219.00382188012,1358.50923364514,817.320308159612,763.276691871257,811.76981160975,588.940400009163,456.782761908866,339.038183765386,1246.14655747297,1006.69653001553,695.728087097547,797.772611674793,606.594764204992,476.154035500851,394.750704048986,1274.12188421558,755.931733735479,449.781239078565,491.659273640078,448.203532591996,481.436208631122,767.590514239147,462.112222717374,400.173248801421,428.009597985592,463.514072348239,513.867974694055,474.853275336619,404.072169742558,596.512337541811,708.783061827158,513.153981985428,366.588758508414,318.973587386236,512.496883917595,413.085359473404,717.379996018531,534.512806255075,382.305618769426,308.311365933247,317.999319676672,465.066224579037,583.053482725977,684.352949722353,411.495877478395,430.143306019609,497.145028696165,475.406482411041,498.413234037744,612.388777838139,431.122380268641,427.189108234588,492.388303251249,567.754748487263,292.432950429649,394.069520660216
302,T,1283.02377119561,1533.5101289925,1044.05197473543,845.559188089698,622.067546934433,638.171637618022,498.789822001709,1516.67828157066,1214.46494884259,1001.06254682826,639.761279396724,613.983360976619,605.70201191427,1225.24070369576,909.050453032693,773.549591357875,1132.92273783247,860.912492733224,750.799160711228,713.204338609922,1116.40061338188,886.637131351704,888.836384186506,936.298655187349,1459.99834626172,1190.32091634154,1003.79930574524,1233.72517600534,905.909426428748,578.023814208151,477.963343289323,689.843514532349,1053.14500878517,1204.28513262392,1193.5591496437,796.3825650597,552.742825785667,999.832791567886,890.791553466931,1044.29774202927,1247.08004638734,635.331728185074,1042.8184452369,913.074989273019,790.948251398217,862.055410815636,666.74608453231,446.007044760386,947.774425935499,790.841873882866,734.099432406546,713.016048843867,682.915045680408,698.684080517163,475.093156406405,871.633434375224,793.349577486074,869.095777344579,963.540398734173,964.285772401956,827.45379099186,950.768610309613,841.109513528789,770.948684566495,957.737966628096,1472.03448742839,1181.50034276972,1033.14697563708,970.64585449736,1083.44531382094,1303.33220936035,1066.20495467118,1094.75787356547,823.209527486805,978.595108575362,1075.79809841988,987.207161160696,807.275675204912,735.340640551021,522.570009612408,1219.07204232241,823.81379018934,1132.89127376017,1069.44884909353,966.862484675666,803.721992597637,585.911611614407,1018.77187114564,1159.33108471606,1324.39070619291,1191.84525044434,964.924060011708,701.580442773839,1086.56925951346,977.507812312493,1168.40989108454,1010.46009968386,754.604118558808,893.417524951818,1019.44623010423,994.177527309185,672.948751942067,770.668880910441,691.383023201094,629.488498682143,543.391209189728,854.751475856202,911.321623990197,1032.00494414607,1078.89498941939,800.071387932957,609.670700655338,952.58871201064,942.836842652021,1332.79537318391,1445.13627217598,1359.87962181015,828.073930341923,1059.67936300533,1015.40718748446,1055.48002739731,1347.33700535293,1730.6802893709,987.848479846208,1155.60021203487,647.394589536765,336.580908672818,663.400183019226
302,S,755.56126388694,1162.69703485233,872.047377596408,548.440585758018,308.178168015661,311.694849758995,244.329591815287,967.942271446979,956.095889952981,738.69198382186,305.010271497341,299.13133674831,318.038839108957,712.09789641519,500.579201834848,417.244047984205,659.040898387781,725.397505249965,432.435302587065,421.394589230939,631.93552173112,629.221594386873,763.682597468649,693.021342903561,793.811685679432,895.334676484931,778.338381247372,864.481066941446,582.720644114093,348.902502897548,259.485128366944,443.521937114279,813.048899226117,1008.92492136108,1005.38041530573,580.09066917032,320.506071875447,610.319594739249,640.01409937088,1009.76200675755,937.216771563172,447.756230637143,663.086463990832,563.041860106162,662.862418172527,1091.85224372098,578.768324695213,226.722907228809,586.85700990807,522.310457352958,520.626425345298,395.863580667645,336.647773527488,281.305447117951,231.342407285017,553.044376768734,574.565031613471,510.218572139587,493.402892664121,450.860995935234,328.298119792495,464.583793710689,568.452641582412,559.880742059663,631.850165352218,881.13058195733,614.924636926053,848.877707068239,845.316644312324,827.337642743418,908.403863041201,634.783450440841,909.308867229021,619.285580462451,659.98337838014,688.849506851404,488.241086329995,347.886551737361,306.953261065482,268.699422066053,890.491948216688,579.972442432761,757.304425019737,579.993282376132,378.230168777486,312.959669551898,274.852568852308,736.851707793274,801.563920191023,840.164833993515,484.567971381714,364.325572828211,334.490042330483,713.193283557423,564.931240327009,627.163023676174,406.873282958978,354.196192536324,585.427837568762,578.352666923142,488.075132601606,451.921796418139,504.955410268682,390.620874337538,343.660197145273,266.255019561536,514.072079251961,697.434959530715,945.015155656919,779.1636343741,484.239391865374,313.56872549751,578.574579379731,561.243161563866,786.313943680489,1169.84172891854,986.884976703678,510.715237301652,694.87115019853,622.471643781372,640.53408633722,841.267289697522,1117.63518974158,631.145083766597,690.851330031519,424.807783918606,197.64609714802,403.005815273715
302,N,1059.59532967971,1337.11645787049,1031.59294733558,770.842398295764,524.654581603958,528.062597539057,396.067159139708,1295.25478372426,1160.0310592067,944.953547537481,527.823226210551,496.842368116771,485.892094959818,1037.45241344041,754.920693451475,651.144151265713,947.591620943362,819.933373847422,618.130509623826,576.38855496166,925.999170433011,793.108437500902,826.327039881192,792.138884874085,1151.91886167538,1009.95797752325,870.739920175077,952.168078486184,681.703504147637,450.635560124881,373.587000717176,546.631096818931,884.257053655667,1015.71334780978,1028.25364624974,609.810482141063,447.621758476307,801.715184311106,731.480139446467,975.3856241269,1104.5138959112,542.742744537851,858.046614291741,742.835059644689,698.707771047425,951.39366629109,609.567521034817,362.288795811436,777.830652241793,669.51888690429,649.709363755817,599.174569284505,569.839415309098,585.510195774652,382.653345154692,741.317632326608,701.216415784684,738.35754413972,807.635415897248,810.5838193979,690.718763875076,815.194910455246,743.865117992469,698.581719984812,872.154406997584,1329.06354964903,1024.71253247832,974.992394388913,958.750015604475,1027.81005751125,1217.69536394453,946.798849280944,1040.2709795339,758.499062117619,896.201826702265,966.603480569859,833.018530829855,670.236261877714,602.927157619035,432.681648721659,1125.27888458828,743.562256510776,1023.15958708036,924.019172480173,788.806088757889,651.906909168752,477.417309537957,911.653722377094,1035.66532459311,1156.33869309749,984.248117052263,789.254735092361,589.293826043068,915.687568123973,816.661926605489,992.545297431558,830.639713058186,632.762332254704,760.33118071064,835.827834646284,798.82412379338,605.121399112409,697.896704545449,581.87748307506,531.812615867603,450.74105276822,723.69306612689,817.830035851992,1009.97333535881,942.463349782689,692.246222515753,511.88005761615,796.579507059101,754.609685063358,1085.38079743032,1311.99274163288,1223.49124793649,732.746677396306,881.943160502989,821.749704694658,846.143716012121,1086.6179997357,1494.04175141273,876.389551941243,931.327393453731,538.365422963015,260.578915290652,525.535728989101
302,M,976.991218850513,1359.63552204302,880.859631219244,619.495763417807,402.639147025694,419.169376423883,345.837009112104,1186.74042182815,1006.82313629256,791.078192259129,414.199360182843,414.274725347613,436.657598900687,896.475453775425,652.224373018493,536.885157584069,841.812851500036,765.048770837131,563.789245675722,557.759674149884,819.766827347269,721.005871313793,826.188592234115,838.297862679868,1100.65081428041,1077.32752367793,912.405812602055,1150.84486080707,810.03127041787,476.92683624171,363.620342101618,587.728650480806,984.358667596118,1202.00373158924,1174.21729735547,770.551651343863,425.081818045348,808.603863591523,801.007630100721,1081.23499657396,1079.16975739787,540.285771385519,847.60569197676,733.044931802834,756.501124824375,1003.7814342444,636.600922089183,309.155677509156,756.279381899957,642.991656499151,603.908406316032,507.486807936325,446.74532097127,389.743029449366,322.322603827194,681.923217160096,665.842369617261,638.54191099415,645.382399292876,599.454993473373,459.437635744839,594.825987361166,663.758985526821,630.603061682417,713.597675015418,1016.54047767274,765.43971783082,905.347327008829,854.695023724235,879.381895124395,988.495551709402,749.414118803392,961.899681468692,682.148863609671,738.562813151196,793.864967117913,637.704374160778,480.331494895637,435.311527130817,356.750744962631,980.789392430882,658.157737754314,863.165281731436,720.499085927734,550.521617817677,460.135112744718,381.014546004562,842.291744186232,922.491606488867,1004.54440462592,684.923377196637,533.814901780332,443.243175582366,883.291191644999,723.523783871084,798.328831872072,580.645420572911,472.152251069826,717.477396713229,760.139902738147,680.567488489081,517.632481895782,574.748187016028,498.09952846494,439.092860061272,356.628253418122,643.182656490058,790.259519036282,965.982469297537,914.929123371832,589.580714342912,408.867120047125,733.046700296694,749.342896857219,1032.44788444243,1302.7619334574,1120.78860932051,602.901064119607,872.375886391728,815.989773394561,849.962794789609,1102.36732743654,1350.80840479779,739.287014805371,914.722415269493,533.724674315397,273.972119668356,541.250464518255
